
---------------------------------------------- [malloc] [cover]
30-May 11:34:02 test169         9.3 sec   550: 24389 of 25104   2.8%    58.91/s
30-May 11:34:03 test250         1.3 sec   373: 24016 of 25104   4.3%   281.53/s
30-May 11:34:05 test250         2.1 sec    57: 23959 of 25104   4.6%    27.34/s
30-May 11:34:05 test279         0.1 sec   119: 23840 of 25104   5.0%  1022.28/s
30-May 11:34:06 test278         0.1 sec    48: 23792 of 25104   5.2%   500.34/s
30-May 11:34:06 test277         0.1 sec    38: 23754 of 25104   5.4%   381.46/s
30-May 11:34:06 test276         0.1 sec  1626: 22128 of 25104  11.9% 15620.95/s
30-May 11:34:06 test275         0.1 sec   117: 22011 of 25104  12.3%  1131.07/s
30-May 11:34:06 test274         0.1 sec   129: 21882 of 25104  12.8%  1281.38/s
30-May 11:34:06 test273         0.2 sec   114: 21768 of 25104  13.3%   564.32/s
30-May 11:34:07 test272         0.1 sec    11: 21757 of 25104  13.3%    95.96/s
30-May 11:34:07 test271         0.1 sec   497: 21260 of 25104  15.3%  4563.69/s
30-May 11:34:07 test270         0.1 sec   286: 20974 of 25104  16.5%  2535.48/s
30-May 11:34:07 test269         0.1 sec    83: 20891 of 25104  16.8%   754.53/s
30-May 11:34:07 test268         0.1 sec     5: 20886 of 25104  16.8%    39.55/s
30-May 11:34:10 test145         2.3 sec   210: 20676 of 25104  17.6%    91.11/s
30-May 11:34:10 test145         0.0 sec     1: 20675 of 25104  17.6%    30.47/s
30-May 11:34:10 test145         0.0 sec    18: 20657 of 25104  17.7%   761.61/s
30-May 11:34:10 test145         0.0 sec     4: 20653 of 25104  17.7%   213.02/s
30-May 11:34:11 test145         1.5 sec    34: 20619 of 25104  17.9%    22.47/s
30-May 11:34:11 test145         0.0 sec     3: 20616 of 25104  17.9%   179.08/s
30-May 11:34:13 test240         1.2 sec    74: 20539 of 25104  18.2%    63.93/s
30-May 11:34:13 test240         0.3 sec     1: 20538 of 25104  18.2%     3.51/s
30-May 11:34:14 test237         1.0 sec    40: 20498 of 25104  18.3%    38.95/s
30-May 11:34:17 test237         2.5 sec     2: 20496 of 25104  18.4%     0.80/s
30-May 11:34:17 test237         0.0 sec    18: 20478 of 25104  18.4%   371.73/s
30-May 11:34:17 test237         0.0 sec     6: 20472 of 25104  18.5%   202.56/s
30-May 11:34:17 test237         0.0 sec     4: 20468 of 25104  18.5%   116.25/s
30-May 11:34:18 test267         0.7 sec     8: 20460 of 25104  18.5%    11.39/s
30-May 11:34:18 test267         0.0 sec     1: 20459 of 25104  18.5%  2096.44/s
30-May 11:34:19 test265         0.5 sec    36: 20423 of 25104  18.6%    66.17/s
30-May 11:34:19 test264         0.1 sec   173: 20250 of 25104  19.3%  1714.84/s
30-May 11:34:20 test263         0.8 sec    13: 20237 of 25104  19.4%    15.65/s
30-May 11:34:20 test262         0.1 sec    22: 20215 of 25104  19.5%   217.32/s
30-May 11:34:20 test261         0.1 sec    22: 20193 of 25104  19.6%   222.54/s
30-May 11:34:20 test260         0.1 sec     3: 20190 of 25104  19.6%    30.81/s
30-May 11:34:23 test259         2.5 sec     4: 20186 of 25104  19.6%     1.61/s
30-May 11:34:23 test258         0.4 sec    20: 20166 of 25104  19.7%    54.07/s
30-May 11:34:24 test257         0.3 sec    41: 20125 of 25104  19.8%   144.71/s
30-May 11:34:24 test255         0.1 sec     8: 20117 of 25104  19.9%    82.10/s
30-May 11:34:24 test254         0.1 sec    14: 20103 of 25104  19.9%   221.68/s
30-May 11:34:29 test254         4.9 sec    20: 20083 of 25104  20.0%     4.07/s
30-May 11:34:29 test254         0.1 sec     1: 20082 of 25104  20.0%    14.81/s
30-May 11:34:30 test253         0.2 sec     9: 20073 of 25104  20.0%    48.80/s
30-May 11:34:30 test252         0.1 sec     7: 20066 of 25104  20.1%    72.31/s
30-May 11:35:56 test251        85.9 sec   434: 19632 of 25104  21.8%     5.05/s
30-May 11:39:27 test251       211.4 sec    78: 19554 of 25104  22.1%     0.37/s
30-May 11:39:29 test249         1.3 sec    24: 19530 of 25104  22.2%    18.13/s
30-May 11:39:29 test247         0.0 sec    24: 19506 of 25104  22.3%  1092.05/s
30-May 11:39:41 test246        11.2 sec    69: 19437 of 25104  22.6%     6.16/s
30-May 11:39:59 test01         18.6 sec  1337: 18100 of 25104  27.9%    72.04/s
30-May 11:40:00 test245         1.0 sec    34: 18066 of 25104  28.0%    34.22/s
30-May 11:40:01 test245         0.0 sec     8: 18058 of 25104  28.1%   429.69/s
30-May 11:40:01 test199         0.0 sec     1: 18057 of 25104  28.1%   143.97/s
30-May 11:40:01 test83          0.1 sec    10: 18047 of 25104  28.1%    99.14/s
30-May 11:40:01 test210         0.0 sec     7: 18040 of 25104  28.1%  1506.67/s
30-May 11:40:01 test165         0.0 sec     1: 18039 of 25104  28.1%    86.07/s
30-May 11:40:02 test219         0.1 sec     9: 18030 of 25104  28.2%    93.20/s
30-May 11:40:02 test219         0.3 sec     3: 18027 of 25104  28.2%    10.54/s
30-May 11:40:02 test241         0.1 sec    10: 18017 of 25104  28.2%    85.59/s
30-May 11:40:03 test220         0.1 sec    10: 18007 of 25104  28.3%    72.97/s
30-May 11:40:03 test211         0.0 sec    15: 17992 of 25104  28.3%   406.09/s
30-May 11:40:03 test202         0.1 sec    67: 17925 of 25104  28.6%   467.21/s
30-May 11:40:03 test202         0.0 sec     1: 17924 of 25104  28.6%    31.04/s
30-May 11:40:07 test152         3.1 sec   827: 17097 of 25104  31.9%   263.10/s
30-May 11:40:08 test152         1.6 sec    13: 17084 of 25104  31.9%     8.28/s
30-May 11:41:27 test152        78.3 sec   245: 16839 of 25104  32.9%     3.13/s
30-May 11:41:27 test222         0.2 sec    18: 16821 of 25104  33.0%    90.68/s
